provider,ip_claim_sum,ip_claim_mean,ip_claim_max,ip_deductible_sum,ip_deductible_mean,ip_unique_patients,ip_deceased_patients,op_claim_sum,op_claim_mean,op_claim_max,op_deductible_sum,op_deductible_mean,op_unique_patients,op_deceased_patients,potentialfraud,total_claim_sum,total_claim_mean,total_deductible_sum,total_deductible_mean,total_unique_patients,total_deceased_patients,deceased_patient_ratio,claim_per_patient,ip_op_claim_ratio,ip_max_mean_ratio,chronic_cond_ratio,avg_claim_per_deceased
PRV56575,958000.0,8477.87610619469,57000.0,118548.0,1049.0973451327434,102.0,0.0,196530.0,274.10041841004187,3300.0,2460.0,3.430962343096234,459.0,1.0,Yes,1154530.0,2057.985736082022,121008.0,215.70053437486536,561.0,1.0,0.0017825311911184828,2057.985736082022,4.874573856383887,6.723382045135969,0.0,1154530.0
PRV56576,4000.0,4000.0,4000.0,1068.0,1068.0,1.0,0.0,63150.0,271.0300429184549,3300.0,430.0,1.8454935622317596,106.0,0.0,No,67150.0,627.5700875928029,1498.0,13.99999986915888,107.0,0.0,0.0,627.5700875928029,0.06334125098870402,0.99999999975,0.0,0.0
PRV56577,51000.0,6375.0,14000.0,7476.0,934.5,8.0,0.0,61430.0,215.5438596491228,3300.0,570.0,2.0,240.0,0.0,No,112430.0,453.3467723655372,8046.0,32.44354825627602,248.0,0.0,0.0,453.3467723655372,0.8302132508411165,2.196078431028066,0.0,0.0
PRV56578,115000.0,16428.571428571428,37000.0,7476.0,1068.0,7.0,0.0,23730.0,320.6756756756757,3300.0,170.0,2.2972972972972974,66.0,3.0,No,138730.0,1900.410932871083,7646.0,104.73972459260652,73.0,3.0,0.04109588984800151,1900.410932871083,4.846186261911243,2.2521739129063896,0.0,46243.333333333336
PRV56579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,175.64102564102564,1500.0,70.0,1.794871794871795,17.0,1.0,No,6850.0,402.94115276816746,70.0,4.11764681660901,17.0,1.0,0.05882352595155729,402.94115276816746,0.0,0.0,0.0,6850.0
PRV56580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62890.0,339.94594594594594,3300.0,590.0,3.189189189189189,163.0,2.0,No,62890.0,385.82821849185143,590.0,3.61963187963416,163.0,2.0,0.012269938575031052,385.82821849185143,0.0,0.0,0.0,31445.0
PRV56581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.0,301.42857142857144,900.0,0.0,0.0,7.0,0.0,No,2110.0,301.42852836735307,0.0,0.0,7.0,0.0,0.0,301.42852836735307,0.0,0.0,0.0,0.0
PRV56582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,1.0,0.0,No,30.0,29.999970000030004,0.0,0.0,1.0,0.0,0.0,29.999970000030004,0.0,0.0,0.0,0.0
PRV56583,105000.0,8076.923076923077,23000.0,13884.0,1068.0,13.0,0.0,4070.0,370.0,1500.0,0.0,0.0,11.0,0.0,No,109070.0,4544.583143975702,13884.0,578.4999758958343,24.0,0.0,0.0,4544.583143975702,25.798525792187096,2.847619047266485,0.0,0.0
PRV56584,21000.0,5250.0,9000.0,4272.0,1068.0,4.0,0.0,15660.0,307.05882352941177,3300.0,80.0,1.5686274509803921,34.0,1.0,No,36660.0,964.7368167174523,4352.0,114.52631277562335,38.0,1.0,0.026315788781163457,964.7368167174523,1.3409961684967435,1.7142857139591836,0.0,36660.0
PRV56585,25000.0,6250.0,12000.0,4272.0,1068.0,4.0,0.0,90.0,30.0,60.0,0.0,0.0,3.0,0.0,No,25090.0,3584.285202244971,4272.0,610.2856271020532,7.0,0.0,0.0,3584.285202244971,277.77777469135805,1.9199999996927999,0.0,0.0
PRV56586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,92.5,200.0,200.0,50.0,4.0,0.0,No,370.0,92.49997687500577,200.0,49.99998750000312,4.0,0.0,0.0,92.49997687500577,0.0,0.0,0.0,0.0
PRV56587,241000.0,13388.888888888889,43000.0,18156.0,1008.6666666666666,18.0,0.0,136970.0,301.032967032967,3300.0,1000.0,2.197802197802198,325.0,6.0,Yes,377970.0,1101.9533495569874,19156.0,55.848396338634416,343.0,6.0,0.01749271131926323,1101.9533495569874,1.7595093816035663,3.211618257021539,0.0,62995.0
PRV56588,962000.0,9620.0,42000.0,105732.0,1057.32,96.0,0.0,68600.0,405.91715976331363,3300.0,360.0,2.1301775147928996,155.0,1.0,Yes,1030600.0,4105.97607925906,106092.0,422.67728915268015,251.0,1.0,0.003984063729147156,4105.97607925906,14.02332361495593,4.36590436545053,0.0,1030600.0
PRV56589,31000.0,7750.0,12000.0,4272.0,1068.0,4.0,0.0,11650.0,582.5,3100.0,120.0,6.0,20.0,0.0,No,42650.0,1777.0832592881975,4392.0,182.99999237500032,24.0,0.0,0.0,1777.0832592881975,2.660944205780176,1.5483870965744015,0.0,0.0
PRV56590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10410.0,315.45454545454544,3300.0,0.0,0.0,31.0,0.0,No,10410.0,335.80644078043736,0.0,0.0,31.0,0.0,0.0,335.80644078043736,0.0,0.0,0.0,0.0
PRV56591,98000.0,6125.0,13000.0,17088.0,1068.0,13.0,0.0,37460.0,294.96062992125985,3300.0,300.0,2.3622047244094486,74.0,1.0,Yes,135460.0,1557.0114763561899,17388.0,199.8620666682521,87.0,1.0,0.01149425274144537,1557.0114763561899,2.616123865386649,2.1224489792453145,0.0,135460.0
PRV56592,726400.0,11530.15873015873,68000.0,63012.0,1000.1904761904761,51.0,0.0,5840.0,106.18181818181819,600.0,110.0,2.0,49.0,0.0,Yes,732240.0,7322.399926776001,63122.0,631.2199936878001,100.0,0.0,0.0,7322.399926776001,124.38356162253706,5.897577091999522,0.0,0.0
PRV56593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13490.0,293.2608695652174,2000.0,60.0,1.3043478260869565,46.0,0.0,No,13490.0,293.26086318998125,60.0,1.3043477977315696,46.0,0.0,0.0,293.26086318998125,0.0,0.0,0.0,0.0
PRV56594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29730.0,424.7142857142857,3300.0,280.0,4.0,64.0,0.0,No,29730.0,464.5312427416994,280.0,4.374999931640626,64.0,0.0,0.0,464.5312427416994,0.0,0.0,0.0,0.0
PRV56595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15760.0,281.42857142857144,3300.0,80.0,1.4285714285714286,46.0,0.0,No,15760.0,342.60868820415897,80.0,1.7391303969754262,46.0,0.0,0.0,342.60868820415897,0.0,0.0,0.0,0.0
PRV56596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4140.0,230.0,1900.0,50.0,2.7777777777777777,18.0,0.0,No,4140.0,229.99998722222293,50.0,2.7777776234567986,18.0,0.0,0.0,229.99998722222293,0.0,0.0,0.0,0.0
PRV56597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52120.0,272.87958115183244,3300.0,540.0,2.8272251308900525,110.0,3.0,No,52120.0,473.81817751074385,540.0,4.909090864462811,110.0,3.0,0.02727272702479339,473.81817751074385,0.0,0.0,0.0,17373.333333333332
PRV56598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87080.0,311.0,3300.0,770.0,2.75,194.0,1.0,No,87080.0,448.8659770677012,770.0,3.969072144489319,194.0,1.0,0.005154639148687427,448.8659770677012,0.0,0.0,0.0,87080.0
PRV56601,3000.0,3000.0,3000.0,1068.0,1068.0,1.0,0.0,8510.0,265.9375,1900.0,100.0,3.125,30.0,0.0,No,11510.0,371.29031060353833,1168.0,37.677418139438124,31.0,0.0,0.0,371.29031060353833,0.3525264394415362,0.9999999996666668,0.0,0.0
PRV56602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55810.0,384.8965517241379,3300.0,440.0,3.0344827586206895,49.0,0.0,No,55810.0,1138.9795685922538,440.0,8.979591653477723,49.0,0.0,0.0,1138.9795685922538,0.0,0.0,0.0,0.0
PRV56603,6000.0,6000.0,6000.0,1068.0,1068.0,1.0,0.0,120.0,40.0,60.0,0.0,0.0,3.0,0.0,No,6120.0,1529.9996175000956,1068.0,266.9999332500167,4.0,0.0,0.0,1529.9996175000956,49.999999583333334,0.9999999998333333,0.0,0.0
PRV56604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9780.0,337.2413793103448,3300.0,0.0,0.0,27.0,0.0,No,9780.0,362.22220880658483,0.0,0.0,27.0,0.0,0.0,362.22220880658483,0.0,0.0,0.0,0.0
PRV56605,26000.0,6500.0,8000.0,4272.0,1068.0,3.0,0.0,25240.0,242.69230769230768,2800.0,180.0,1.7307692307692308,32.0,0.0,Yes,51240.0,1463.9999581714299,4452.0,127.1999963657144,35.0,0.0,0.0,1463.9999581714299,1.0301109349829591,1.2307692305798816,0.0,0.0
PRV56606,81000.0,9000.0,17000.0,9612.0,1068.0,9.0,0.0,13550.0,246.36363636363637,4300.0,100.0,1.8181818181818181,18.0,0.0,No,94550.0,3501.85172215364,9712.0,359.7036903813448,27.0,0.0,0.0,3501.85172215364,5.977859778156615,1.8888888886790123,0.0,0.0
PRV56607,26000.0,6500.0,20000.0,4272.0,1068.0,4.0,1.0,22820.0,335.5882352941176,3300.0,350.0,5.147058823529412,43.0,1.0,No,48820.0,1038.7233821548218,4622.0,98.34042343956547,47.0,2.0,0.04255319058397467,1038.7233821548218,1.1393514460499845,3.076923076449704,0.0,24410.0
PRV56608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235250.0,274.8247663551402,3300.0,1770.0,2.067757009345794,421.0,10.0,Yes,235250.0,558.7885972475331,1770.0,4.204275524455403,421.0,10.0,0.023752969064719787,558.7885972475331,0.0,0.0,0.0,23525.0
PRV56610,74000.0,6166.666666666667,14000.0,12816.0,1068.0,11.0,0.0,2590.0,143.88888888888889,900.0,0.0,0.0,17.0,0.0,No,76590.0,2735.3570451658197,12816.0,457.7142693673475,28.0,0.0,0.0,2735.3570451658197,28.571428560397134,2.270270269902118,0.0,0.0
PRV56611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26970.0,219.26829268292684,3100.0,780.0,6.341463414634147,59.0,0.0,No,26970.0,457.11863632002314,780.0,13.22033875897731,59.0,0.0,0.0,457.11863632002314,0.0,0.0,0.0,0.0
PRV56613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81390.0,267.73026315789474,3300.0,620.0,2.039473684210526,128.0,2.0,No,81390.0,635.8593700323487,620.0,4.843749962158204,128.0,2.0,0.01562499987792969,635.8593700323487,0.0,0.0,0.0,40695.0
PRV56614,125000.0,8333.333333333334,27000.0,13884.0,925.6,14.0,0.0,1100.0,100.0,600.0,0.0,0.0,11.0,0.0,No,126100.0,5043.999798240008,13884.0,555.3599777856009,25.0,0.0,0.0,5043.999798240008,113.63636353305785,3.2399999996111997,0.0,0.0
PRV56615,36000.0,12000.0,21000.0,3204.0,1068.0,2.0,0.0,28650.0,227.38095238095238,2400.0,370.0,2.9365079365079363,97.0,0.0,No,64650.0,653.0302964340374,3574.0,36.10100973635344,99.0,0.0,0.0,653.0302964340374,1.2565445025739426,1.7499999998541667,0.0,0.0
PRV56616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38150.0,216.76136363636363,3300.0,300.0,1.7045454545454546,138.0,5.0,Yes,38150.0,276.4492733590632,300.0,2.173913027725268,138.0,5.0,0.03623188379542113,276.4492733590632,0.0,0.0,0.0,7630.0
PRV56618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32210.0,238.59259259259258,3300.0,640.0,4.7407407407407405,98.0,0.0,No,32210.0,328.67346603394424,640.0,6.53061217825906,98.0,0.0,0.0,328.67346603394424,0.0,0.0,0.0,0.0
PRV56621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31940.0,350.989010989011,3300.0,410.0,4.5054945054945055,81.0,1.0,No,31940.0,394.3209827861607,410.0,5.061728332571255,81.0,1.0,0.012345678859929892,394.3209827861607,0.0,0.0,0.0,31940.0
PRV56622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8930.0,343.46153846153845,2200.0,0.0,0.0,21.0,0.0,No,8930.0,425.2380749886631,0.0,0.0,21.0,0.0,0.0,425.2380749886631,0.0,0.0,0.0,0.0
PRV56624,183000.0,26142.85714285714,57000.0,7476.0,1068.0,7.0,0.0,4460.0,297.3333333333333,3300.0,90.0,6.0,14.0,0.0,Yes,187460.0,8926.666241587322,7566.0,360.2856971292525,21.0,0.0,0.0,8926.666241587322,41.03139012532928,2.1803278687690586,0.0,0.0
PRV56625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,278.3333333333333,3300.0,0.0,0.0,32.0,0.0,No,10020.0,313.1249902148441,0.0,0.0,32.0,0.0,0.0,313.1249902148441,0.0,0.0,0.0,0.0
PRV56626,44200.0,11050.0,33000.0,4272.0,1068.0,4.0,0.0,21470.0,238.55555555555554,2500.0,190.0,2.111111111111111,63.0,1.0,No,65670.0,980.1492391022502,4462.0,66.59701393138785,67.0,1.0,0.0149253729115616,980.1492391022502,2.058686539261356,2.986425339096251,0.0,65670.0
PRV56628,83800.0,9311.111111111111,24000.0,9612.0,1068.0,9.0,0.0,26620.0,289.3478260869565,3300.0,140.0,1.5217391304347827,76.0,1.0,No,110420.0,1299.058808246367,9752.0,114.72941041494812,85.0,1.0,0.011764705743944639,1299.058808246367,3.1480090156593534,2.5775656321814067,0.0,110420.0
PRV56630,567000.0,9000.0,50000.0,67284.0,1068.0,51.0,0.0,30230.0,314.8958333333333,5600.0,210.0,2.1875,74.0,1.0,Yes,597230.0,4777.83996177728,67494.0,539.951995680384,125.0,1.0,0.007999999936,4777.83996177728,18.756202447278987,5.555555554938271,0.0,597230.0
PRV56632,39000.0,5571.428571428572,9000.0,7476.0,1068.0,4.0,0.0,25920.0,392.72727272727275,3300.0,0.0,0.0,22.0,0.0,No,64920.0,2496.9229808875775,7476.0,287.53845047929036,26.0,0.0,0.0,2496.9229808875775,1.5046296295715806,1.6153846150946745,0.0,0.0
PRV56633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,120.0,300.0,0.0,0.0,3.0,0.0,No,600.0,199.99993333335556,0.0,0.0,3.0,0.0,0.0,199.99993333335556,0.0,0.0,0.0,0.0
PRV56634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55830.0,271.0194174757282,3300.0,400.0,1.941747572815534,123.0,2.0,No,55830.0,453.90243533412655,400.0,3.2520324938859146,123.0,2.0,0.016260162469429573,453.90243533412655,0.0,0.0,0.0,27915.0
PRV56635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270.0,227.0,1400.0,0.0,0.0,10.0,1.0,No,2270.0,226.99997730000229,0.0,0.0,10.0,1.0,0.09999999000000101,226.99997730000229,0.0,0.0,0.0,2270.0
PRV56637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40250.0,250.0,3300.0,430.0,2.670807453416149,137.0,1.0,No,40250.0,293.79561829346267,430.0,3.138686108476744,137.0,1.0,0.007299270019713358,293.79561829346267,0.0,0.0,0.0,40250.0
PRV56638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7230.0,278.0769230769231,2600.0,80.0,3.076923076923077,24.0,0.0,No,7230.0,301.2499874479172,80.0,3.33333319444445,24.0,0.0,0.0,301.2499874479172,0.0,0.0,0.0,0.0
PRV56639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46400.0,483.3333333333333,3300.0,130.0,1.3541666666666667,39.0,0.0,No,46400.0,1189.7435592373447,130.0,3.3333332478632505,39.0,0.0,0.0,1189.7435592373447,0.0,0.0,0.0,0.0
PRV56640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7320.0,318.2608695652174,1600.0,100.0,4.3478260869565215,23.0,1.0,No,7320.0,318.26085572778885,100.0,4.347825897920613,23.0,1.0,0.04347825897920613,318.26085572778885,0.0,0.0,0.0,7320.0
PRV56641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,1.0,0.0,No,100.0,99.99990000010001,0.0,0.0,1.0,0.0,0.0,99.99990000010001,0.0,0.0,0.0,0.0
PRV56642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45430.0,322.1985815602837,3300.0,590.0,4.184397163120567,103.0,1.0,No,45430.0,441.0679568828354,590.0,5.728155284192667,103.0,1.0,0.00970873776981808,441.0679568828354,0.0,0.0,0.0,45430.0
PRV56643,67000.0,8375.0,12000.0,8544.0,1068.0,7.0,0.0,5690.0,355.625,2800.0,0.0,0.0,16.0,0.0,No,72690.0,3160.4346451984934,8544.0,371.4782447183372,23.0,0.0,0.0,3160.4346451984934,11.775043934661678,1.4328358207244374,0.0,0.0
PRV56645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22720.0,355.0,2500.0,160.0,2.5,52.0,0.0,No,22720.0,436.9230685207102,160.0,3.0769230177514806,52.0,0.0,0.0,436.9230685207102,0.0,0.0,0.0,0.0
PRV56647,1274600.0,10533.88429752066,44000.0,126024.0,1041.5206611570247,102.0,1.0,14310.0,230.80645161290323,3300.0,60.0,0.967741935483871,58.0,0.0,Yes,1288910.0,8055.687449651954,126084.0,788.0249950748438,160.0,1.0,0.006249999960937501,8055.687449651954,89.07058000775189,4.17699670445205,0.0,1288910.0
PRV56648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14940.0,304.8979591836735,3300.0,140.0,2.857142857142857,48.0,0.0,No,14940.0,311.24999351562514,140.0,2.9166666059027793,48.0,0.0,0.0,311.24999351562514,0.0,0.0,0.0,0.0
PRV56649,120000.0,17142.85714285714,51000.0,6408.0,915.4285714285714,7.0,0.0,72350.0,279.34362934362935,3300.0,970.0,3.7451737451737452,120.0,1.0,Yes,192350.0,1514.5669172081346,7378.0,58.094487731539466,127.0,1.0,0.007874015686031372,1514.5669172081346,1.6586040082700955,2.9749999998264585,0.0,192350.0
PRV56651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18630.0,262.3943661971831,6050.0,40.0,0.5633802816901409,38.0,3.0,No,18630.0,490.2631449930752,40.0,1.0526315512465383,38.0,3.0,0.07894736634349037,490.2631449930752,0.0,0.0,0.0,6210.0
PRV56653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060.0,292.5,3300.0,100.0,1.3888888888888888,39.0,0.0,No,21060.0,539.9999861538465,100.0,2.5641024983563465,39.0,0.0,0.0,539.9999861538465,0.0,0.0,0.0,0.0
PRV56654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17620.0,359.59183673469386,2600.0,140.0,2.857142857142857,34.0,2.0,No,17620.0,518.235278875433,140.0,4.117646937716267,34.0,2.0,0.05882352768166096,518.235278875433,0.0,0.0,0.0,8810.0
PRV56655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69380.0,276.41434262948206,3400.0,1010.0,4.0239043824701195,104.0,0.0,No,69380.0,667.1153782008137,1010.0,9.711538368158285,104.0,0.0,0.0,667.1153782008137,0.0,0.0,0.0,0.0
PRV56656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14060.0,334.76190476190476,2700.0,260.0,6.190476190476191,29.0,0.0,No,14060.0,484.82756948870446,260.0,8.965516932223554,29.0,0.0,0.0,484.82756948870446,0.0,0.0,0.0,0.0
PRV56657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,260.0,1800.0,0.0,0.0,18.0,0.0,No,5200.0,288.88887283950703,0.0,0.0,18.0,0.0,0.0,288.88887283950703,0.0,0.0,0.0,0.0
PRV56658,20000.0,20000.0,20000.0,1068.0,1068.0,1.0,0.0,15160.0,219.71014492753622,2300.0,360.0,5.217391304347826,68.0,0.0,No,35160.0,509.5652100063013,1428.0,20.69565187397606,69.0,0.0,0.0,509.5652100063013,1.3192612136332942,0.99999999995,0.0,0.0
PRV56659,9000.0,4500.0,5000.0,2136.0,1068.0,2.0,0.0,25550.0,183.81294964028777,3300.0,210.0,1.5107913669064748,65.0,6.0,No,34550.0,515.6716340944532,2346.0,35.014924850523514,67.0,6.0,0.08955223746936959,515.6716340944532,0.3522504892230039,1.1111111108641973,0.0,5758.333333333333
PRV56660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,100.0,0.0,0.0,4.0,0.0,No,180.0,44.999988750002814,0.0,0.0,4.0,0.0,0.0,44.999988750002814,0.0,0.0,0.0,0.0
PRV56662,14000.0,4666.666666666667,7000.0,3204.0,1068.0,2.0,0.0,1290.0,215.0,800.0,0.0,0.0,5.0,0.0,No,15290.0,2184.2854022449424,3204.0,457.71422032653993,7.0,0.0,0.0,2184.2854022449424,10.852713169881616,1.4999999996785711,0.0,0.0
PRV56663,100020.0,7693.846153846154,20000.0,12816.0,985.8461538461538,13.0,1.0,59620.0,250.50420168067228,3300.0,520.0,2.1848739495798317,123.0,1.0,No,159640.0,1173.8235207807095,13336.0,98.05882280839101,136.0,2.0,0.01470588224480969,1173.8235207807095,1.6776249580396239,2.599480103641339,0.0,79820.0
PRV56664,57000.0,57000.0,57000.0,1068.0,1068.0,1.0,0.0,2600.0,185.71428571428572,1200.0,0.0,0.0,11.0,1.0,No,59600.0,4966.666252777813,1068.0,88.99999258333396,12.0,1.0,0.08333332638888948,4966.666252777813,21.923076914644973,0.9999999999824561,0.0,59600.0
PRV56667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,196.875,2700.0,90.0,2.8125,28.0,0.0,No,6300.0,224.99999196428598,90.0,3.2142855994898,28.0,0.0,0.0,224.99999196428598,0.0,0.0,0.0,0.0
PRV56668,619000.0,11903.846153846154,57000.0,55536.0,1068.0,45.0,0.0,4470.0,212.85714285714286,1000.0,70.0,3.3333333333333335,20.0,0.0,Yes,623470.0,9591.846006279293,55606.0,855.4769099157398,65.0,0.0,0.0,9591.846006279293,138.4787471725998,4.788368335623594,0.0,0.0
PRV56669,278400.0,9600.0,41000.0,29904.0,1031.1724137931035,24.0,0.0,5210.0,473.6363636363636,2000.0,100.0,9.090909090909092,8.0,3.0,Yes,283610.0,8862.81222303712,30004.0,937.6249706992197,32.0,3.0,0.0937499970703126,8862.81222303712,53.435700565559365,4.270833332888455,0.0,94536.66666666667
PRV56671,25000.0,8333.333333333334,16000.0,3204.0,1068.0,2.0,0.0,10340.0,258.5,2600.0,150.0,3.75,28.0,0.0,No,35340.0,1177.9999607333345,3354.0,111.79999627333345,30.0,0.0,0.0,1177.9999607333345,2.417794970752631,1.9199999997695998,0.0,0.0
PRV56672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40980.0,254.53416149068323,3300.0,220.0,1.3664596273291925,70.0,0.0,No,40980.0,585.4285630653062,220.0,3.1428570979591846,70.0,0.0,0.0,585.4285630653062,0.0,0.0,0.0,0.0
PRV56673,42000.0,21000.0,24000.0,2136.0,1068.0,2.0,0.0,640.0,320.0,600.0,0.0,0.0,2.0,0.0,No,42640.0,10659.997335000666,2136.0,533.9998665000334,4.0,0.0,0.0,10659.997335000666,65.62499989746094,1.142857142802721,0.0,0.0
PRV56674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15860.0,344.7826086956522,3300.0,100.0,2.1739130434782608,21.0,1.0,No,15860.0,755.2380592743781,100.0,4.761904535147403,21.0,1.0,0.04761904535147403,755.2380592743781,0.0,0.0,0.0,15860.0
PRV56675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98690.0,305.54179566563465,3300.0,740.0,2.291021671826625,172.0,7.0,No,98690.0,573.7790664315171,740.0,4.302325556381828,172.0,7.0,0.040697674181990266,573.7790664315171,0.0,0.0,0.0,14098.57142857143
PRV56677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,1.0,1.0,No,20.0,19.999980000020003,0.0,0.0,1.0,1.0,0.9999990000010001,19.999980000020003,0.0,0.0,0.0,20.0
PRV56679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4170.0,166.8,1000.0,100.0,4.0,19.0,0.0,No,4170.0,219.47367265928037,100.0,5.263157617728546,19.0,0.0,0.0,219.47367265928037,0.0,0.0,0.0,0.0
PRV56680,61000.0,7625.0,23000.0,8544.0,1068.0,8.0,0.0,3400.0,136.0,900.0,170.0,6.8,24.0,0.0,No,64400.0,2012.499937109377,8714.0,272.31249149023466,32.0,0.0,0.0,2012.499937109377,17.94117646531142,3.016393442227358,0.0,0.0
PRV56681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,158.0,500.0,0.0,0.0,5.0,0.0,No,790.0,157.9999684000063,0.0,0.0,5.0,0.0,0.0,157.9999684000063,0.0,0.0,0.0,0.0
PRV56682,14000.0,4666.666666666667,7000.0,3204.0,1068.0,3.0,0.0,2410.0,150.625,600.0,0.0,0.0,16.0,0.0,No,16410.0,863.6841650692544,3204.0,168.6315700720226,19.0,0.0,0.0,863.6841650692544,5.8091286282949675,1.4999999996785711,0.0,0.0
PRV56683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54880.0,328.622754491018,3300.0,340.0,2.035928143712575,143.0,0.0,No,54880.0,383.776221092474,340.0,2.3776223609956477,143.0,0.0,0.0,383.776221092474,0.0,0.0,0.0,0.0
PRV56684,158000.0,9875.0,36000.0,17088.0,1068.0,16.0,0.0,14070.0,185.1315789473684,2700.0,30.0,0.39473684210526316,72.0,1.0,No,172070.0,1955.3408868711263,17118.0,194.52272506224176,88.0,1.0,0.011363636234504135,1955.3408868711263,11.229566452648928,3.6455696198839926,0.0,172070.0
PRV56685,327900.0,9368.57142857143,46000.0,34176.0,976.4571428571429,30.0,0.0,107390.0,290.2432432432432,3300.0,290.0,0.7837837837837838,112.0,0.0,Yes,435290.0,3065.422513623785,34466.0,242.71830814987106,142.0,0.0,0.0,3065.422513623785,3.0533569233350093,4.910033546288956,0.0,0.0
PRV56686,142000.0,9466.666666666666,55000.0,16020.0,1068.0,13.0,0.0,1000.0,200.0,400.0,100.0,20.0,5.0,0.0,No,143000.0,7944.444003086443,16120.0,895.5555058024719,18.0,0.0,0.0,7944.444003086443,141.999999858,5.80985915431586,0.0,0.0
PRV56687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4120.0,457.77777777777777,3300.0,110.0,12.222222222222221,7.0,0.0,No,4120.0,588.5713444898079,110.0,15.714283469388075,7.0,0.0,0.0,588.5713444898079,0.0,0.0,0.0,0.0
PRV56688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7860.0,212.43243243243242,3000.0,140.0,3.7837837837837838,19.0,0.0,No,7860.0,413.68418875346373,140.0,7.368420664819965,19.0,0.0,0.0,413.68418875346373,0.0,0.0,0.0,0.0
PRV56689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505530.0,281.7892976588629,3400.0,5450.0,3.0379041248606464,796.0,10.0,Yes,505530.0,635.0879389006433,5450.0,6.846733659740284,796.0,10.0,0.012562814054569328,635.0879389006433,0.0,0.0,0.0,50553.0
PRV56691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,85.0,100.0,0.0,0.0,4.0,1.0,No,340.0,84.99997875000531,0.0,0.0,4.0,1.0,0.24999993750001562,84.99997875000531,0.0,0.0,0.0,340.0
PRV56693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91230.0,244.58445040214477,4010.0,1350.0,3.6193029490616624,302.0,2.0,No,91230.0,302.08609171494675,1350.0,4.470198660694707,302.0,2.0,0.006622516534362528,302.08609171494675,0.0,0.0,0.0,45615.0
PRV56694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3950.0,493.75,1100.0,70.0,8.75,8.0,1.0,No,3950.0,493.74993828125776,70.0,8.749998906250138,8.0,1.0,0.12499998437500197,493.74993828125776,0.0,0.0,0.0,3950.0
